sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 80
L,False,3.0,letter,1.0,True,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,100.0,100.0,100.0,,,,,,,,,,,,,707.5206175000021,708.5766105000002,,,,,,,710.5987716000018,710.5987716000018,710.5987716000018,710.5987716000018,710.5987716000018,710.5987716000018,710.5987716000018,710.5987716000018,None,None,None,,,,,,,,,,,698.9556448000003,698.9556448000003,space,8.533371800000168,708.5766105000002,708.5766105000002,710.5987716000018,n,,,1.170227700000396,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
L,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,101.0,101.0,101.0,,,,,,,,,,,,,710.5987716000018,711.6558584000013,,,,,,,713.8899745000017,713.8899745000017,713.8899745000017,713.8899745000017,713.8899745000017,713.8899745000017,713.8899745000017,713.8899745000017,None,None,None,,,,,,,,,,,710.5987716000018,710.5987716000018,None,,711.6558584000013,711.6558584000013,713.8899745000017,n,710.5987716000018,710.5987716000018,0.2659841999993659,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
D,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,102.0,102.0,102.0,,,,,,,,,,,,,713.8899745000017,,,,,,,,716.9875341000006,716.9875341000006,716.9875341000006,716.9875341000006,716.9875341000006,716.9875341000006,716.9875341000006,716.9875341000006,None,None,None,,,,,,,,,,,713.8899745000017,713.8899745000017,None,,714.9577858000011,714.9577858000011,716.9875341000006,n,713.8899745000017,713.8899745000017,1.2288807000004454,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
X,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,103.0,103.0,103.0,,,,,,,,,,,,,716.9875341000006,718.0530787999996,,,,,,,720.0758839000009,720.0758839000009,720.0758839000009,720.0758839000009,720.0758839000009,720.0758839000009,720.0758839000009,720.0758839000009,None,None,None,,,,,,,,,,,716.9875341000006,716.9875341000006,None,,718.0530787999996,718.0530787999996,720.0758839000009,n,716.9875341000006,716.9875341000006,0.5332359999993059,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
H,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,104.0,104.0,104.0,,,,,,,,,,,,,720.0758839000009,721.1411571999997,,,,,,,723.3682345000016,723.3682345000016,723.3682345000016,723.3682345000016,723.3682345000016,723.3682345000016,723.3682345000016,723.3682345000016,None,None,None,,,,,,,,,,,720.0758839000009,720.0758839000009,None,,721.1411571999997,721.1411571999997,723.3682345000016,n,720.0758839000009,720.0758839000009,0.5815215999973589,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
J,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,105.0,105.0,105.0,,,,,,,,,,,,,723.3682345000016,724.4360096000019,,,,,,,726.4693705999998,726.4693705999998,726.4693705999998,726.4693705999998,726.4693705999998,726.4693705999998,726.4693705999998,726.4693705999998,None,None,None,,,,,,,,,,,723.3682345000016,723.3682345000016,None,,724.4360096000019,724.4360096000019,726.4693705999998,n,723.3682345000016,723.3682345000016,0.8465318999988085,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
L,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,106.0,106.0,106.0,,,,,,,,,,,,,726.4693705999998,727.5246385999999,,,,,,,729.5520023000026,729.5520023000026,729.5520023000026,729.5520023000026,729.5520023000026,729.5520023000026,729.5520023000026,729.5520023000026,None,None,None,,,,,,,,,,,726.4693705999998,726.4693705999998,None,,727.5246385999999,727.5246385999999,729.5520023000026,None,726.4693705999998,726.4693705999998,,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
H,True,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,107.0,107.0,107.0,,,,,,,,,,,,,729.5520023000026,730.6076410999995,,,,,,,732.8361475999991,732.8361475999991,732.8361475999991,732.8361475999991,732.8361475999991,732.8361475999991,732.8361475999991,732.8361475999991,None,None,None,,,,,,,,,,,729.5520023000026,729.5520023000026,None,,730.6076410999995,730.6076410999995,732.8361475999991,c,729.5520023000026,729.5520023000026,1.8673590999969747,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
N,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,108.0,108.0,108.0,,,,,,,,,,,,,732.8361475999991,733.8926931999995,,,,,,,735.9229240000022,735.9229240000022,735.9229240000022,735.9229240000022,735.9229240000022,735.9229240000022,735.9229240000022,735.9229240000022,None,None,None,,,,,,,,,,,732.8361475999991,732.8361475999991,None,,733.8926931999995,733.8926931999995,735.9229240000022,None,732.8361475999991,732.8361475999991,,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
C,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,109.0,109.0,109.0,,,,,,,,,,,,,735.9229240000022,,,,,,,,739.0258966000001,739.0258966000001,739.0258966000001,739.0258966000001,739.0258966000001,739.0258966000001,739.0258966000001,739.0258966000001,None,None,None,,,,,,,,,,,735.9229240000022,735.9229240000022,None,,737.0008646999995,737.0008646999995,739.0258966000001,None,735.9229240000022,735.9229240000022,,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
Q,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,110.0,110.0,110.0,,,,,,,,,,,,,739.0258966000001,740.0912529000016,,,,,,,742.1254961000013,742.1254961000013,742.1254961000013,742.1254961000013,742.1254961000013,742.1254961000013,742.1254961000013,742.1254961000013,None,None,None,,,,,,,,,,,739.0258966000001,739.0258966000001,None,,740.0912529000016,740.0912529000016,742.1254961000013,None,739.0258966000001,739.0258966000001,,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
G,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,111.0,111.0,111.0,,,,,,,,,,,,,742.1254961000013,743.1908598000009,,,,,,,745.4176685999992,745.4176685999992,745.4176685999992,745.4176685999992,745.4176685999992,745.4176685999992,745.4176685999992,745.4176685999992,None,None,None,,,,,,,,,,,742.1254961000013,742.1254961000013,None,,743.1908598000009,743.1908598000009,745.4176685999992,None,742.1254961000013,742.1254961000013,,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
N,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,112.0,112.0,112.0,,,,,,,,,,,,,745.4176685999992,746.4748684000006,,,,,,,748.6981960000012,748.6981960000012,748.6981960000012,748.6981960000012,748.6981960000012,748.6981960000012,748.6981960000012,748.6981960000012,None,None,None,,,,,,,,,,,745.4176685999992,745.4176685999992,None,,746.4748684000006,746.4748684000006,748.6981960000012,n,745.4176685999992,745.4176685999992,1.1832984999964538,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
T,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,113.0,113.0,113.0,,,,,,,,,,,,,748.6981960000012,749.7575298000011,,,,,,,751.9857130000019,751.9857130000019,751.9857130000019,751.9857130000019,751.9857130000019,751.9857130000019,751.9857130000019,751.9857130000019,None,None,None,,,,,,,,,,,748.6981960000012,748.6981960000012,None,,749.7575298000011,749.7575298000011,751.9857130000019,n,748.6981960000012,748.6981960000012,1.268162799999118,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
V,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,114.0,114.0,114.0,,,,,,,,,,,,,751.9857130000019,753.0419314999999,,,,,,,755.0648158000004,755.0648158000004,755.0648158000004,755.0648158000004,755.0648158000004,755.0648158000004,755.0648158000004,755.0648158000004,None,None,None,,,,,,,,,,,751.9857130000019,751.9857130000019,None,,753.0419314999999,753.0419314999999,755.0648158000004,n,751.9857130000019,751.9857130000019,0.9527324000009684,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
P,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,115.0,115.0,115.0,,,,,,,,,,,,,755.0648158000004,756.1244585999993,,,,,,,758.3488806000023,758.3488806000023,758.3488806000023,758.3488806000023,758.3488806000023,758.3488806000023,758.3488806000023,758.3488806000023,None,None,None,,,,,,,,,,,755.0648158000004,755.0648158000004,None,,756.1244585999993,756.1244585999993,758.3488806000023,n,755.0648158000004,755.0648158000004,0.8448460999970848,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
X,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,116.0,116.0,116.0,,,,,,,,,,,,,758.3488806000023,759.4083905000007,,,,,,,761.6361832000002,761.6361832000002,761.6361832000002,761.6361832000002,761.6361832000002,761.6361832000002,761.6361832000002,761.6361832000002,None,None,None,,,,,,,,,,,758.3488806000023,758.3488806000023,None,,759.4083905000007,759.4083905000007,761.6361832000002,n,758.3488806000023,758.3488806000023,1.5936141999991378,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
P,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,117.0,117.0,117.0,,,,,,,,,,,,,761.6361832000002,762.6908162,,,,,,,764.7233058999991,764.7233058999991,764.7233058999991,764.7233058999991,764.7233058999991,764.7233058999991,764.7233058999991,764.7233058999991,None,None,None,,,,,,,,,,,761.6361832000002,761.6361832000002,None,,762.6908162,762.6908162,764.7233058999991,c,761.6361832000002,761.6361832000002,1.303803999999218,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
P,True,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,118.0,118.0,118.0,,,,,,,,,,,,,764.7233058999991,,,,,,,,768.0152182999991,768.0152182999991,768.0152182999991,768.0152182999991,768.0152182999991,768.0152182999991,768.0152182999991,768.0152182999991,None,None,None,,,,,,,,,,,764.7233058999991,764.7233058999991,None,,765.7888007000001,765.7888007000001,768.0152182999991,n,764.7233058999991,764.7233058999991,0.7410324999982549,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
L,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,119.0,119.0,119.0,,,,,,,,,,,,,768.0152182999991,769.0734742000022,,,,,,,771.298103699999,771.298103699999,771.298103699999,771.298103699999,771.298103699999,771.298103699999,771.298103699999,771.298103699999,None,None,None,,,,,,,,,,,768.0152182999991,768.0152182999991,None,,769.0734742000022,769.0734742000022,771.298103699999,n,768.0152182999991,768.0152182999991,1.2088067999975465,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
N,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,120.0,120.0,120.0,,,,,,,,,,,,,771.298103699999,772.3566073000002,,,,,,,774.5808393000007,774.5808393000007,774.5808393000007,774.5808393000007,774.5808393000007,774.5808393000007,774.5808393000007,774.5808393000007,None,None,None,,,,,,,,,,,771.298103699999,771.298103699999,None,,772.3566073000002,772.3566073000002,774.5808393000007,n,771.298103699999,771.298103699999,1.7900957999991078,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
P,True,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,121.0,121.0,121.0,,,,,,,,,,,,,774.5808393000007,775.6410133999998,,,,,,,777.8711522000012,777.8711522000012,777.8711522000012,777.8711522000012,777.8711522000012,777.8711522000012,777.8711522000012,777.8711522000012,None,None,None,,,,,,,,,,,774.5808393000007,774.5808393000007,None,,775.6410133999998,775.6410133999998,777.8711522000012,c,774.5808393000007,774.5808393000007,1.9532878999998504,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
L,True,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,122.0,122.0,122.0,,,,,,,,,,,,,777.8711522000012,778.9249324000011,,,,,,,780.9554882000011,780.9554882000011,780.9554882000011,780.9554882000011,780.9554882000011,780.9554882000011,780.9554882000011,780.9554882000011,None,None,None,,,,,,,,,,,777.8711522000012,777.8711522000012,None,,778.9249324000011,778.9249324000011,780.9554882000011,c,777.8711522000012,777.8711522000012,0.917981199996575,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
N,True,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,123.0,123.0,123.0,,,,,,,,,,,,,780.9554882000011,,,,,,,,784.0546715000019,784.0546715000019,784.0546715000019,784.0546715000019,784.0546715000019,784.0546715000019,784.0546715000019,784.0546715000019,None,None,None,,,,,,,,,,,780.9554882000011,780.9554882000011,None,,782.0237555000022,782.0237555000022,784.0546715000019,c,780.9554882000011,780.9554882000011,0.929399699998612,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
K,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,124.0,124.0,124.0,,,,,,,,,,,,,784.0546715000019,785.1094698000015,,,,,,,787.1436783000026,787.1436783000026,787.1436783000026,787.1436783000026,787.1436783000026,787.1436783000026,787.1436783000026,787.1436783000026,None,None,None,,,,,,,,,,,784.0546715000019,784.0546715000019,None,,785.1094698000015,785.1094698000015,787.1436783000026,n,784.0546715000019,784.0546715000019,0.7718992000009166,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
N,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,125.0,125.0,125.0,,,,,,,,,,,,,787.1436783000026,788.2063434000011,,,,,,,790.431367000001,790.431367000001,790.431367000001,790.431367000001,790.431367000001,790.431367000001,790.431367000001,790.431367000001,None,None,None,,,,,,,,,,,787.1436783000026,787.1436783000026,None,,788.2063434000011,788.2063434000011,790.431367000001,n,787.1436783000026,787.1436783000026,1.187917599996581,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
Q,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,126.0,126.0,126.0,,,,,,,,,,,,,790.431367000001,791.4983990000001,,,,,,,793.5319655000021,793.5319655000021,793.5319655000021,793.5319655000021,793.5319655000021,793.5319655000021,793.5319655000021,793.5319655000021,None,None,None,,,,,,,,,,,790.431367000001,790.431367000001,None,,791.4983990000001,791.4983990000001,793.5319655000021,n,790.431367000001,790.431367000001,0.8547055999988515,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
L,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,127.0,127.0,127.0,,,,,,,,,,,,,793.5319655000021,794.5910777000026,,,,,,,796.6169475000024,796.6169475000024,796.6169475000024,796.6169475000024,796.6169475000024,796.6169475000024,796.6169475000024,796.6169475000024,None,None,None,,,,,,,,,,,793.5319655000021,793.5319655000021,None,,794.5910777000026,794.5910777000026,796.6169475000024,c,793.5319655000021,793.5319655000021,1.8272270999987088,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
X,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,128.0,128.0,128.0,,,,,,,,,,,,,796.6169475000024,797.6743736999997,,,,,,,799.902425799999,799.902425799999,799.902425799999,799.902425799999,799.902425799999,799.902425799999,799.902425799999,799.902425799999,None,None,None,,,,,,,,,,,796.6169475000024,796.6169475000024,None,,797.6743736999997,797.6743736999997,799.902425799999,n,796.6169475000024,796.6169475000024,0.750810099998489,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
V,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,129.0,129.0,129.0,,,,,,,,,,,,,799.902425799999,800.9580547000005,,,,,,,803.1817422999993,803.1817422999993,803.1817422999993,803.1817422999993,803.1817422999993,803.1817422999993,803.1817422999993,803.1817422999993,None,None,None,,,,,,,,,,,799.902425799999,799.902425799999,None,,800.9580547000005,800.9580547000005,803.1817422999993,n,799.902425799999,799.902425799999,0.9239145999999892,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
C,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,130.0,130.0,130.0,,,,,,,,,,,,,803.1817422999993,804.2412459000006,,,,,,,806.2753674000014,806.2753674000014,806.2753674000014,806.2753674000014,806.2753674000014,806.2753674000014,806.2753674000014,806.2753674000014,None,None,None,,,,,,,,,,,803.1817422999993,803.1817422999993,None,,804.2412459000006,804.2412459000006,806.2753674000014,n,803.1817422999993,803.1817422999993,1.2017692999979772,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
C,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,131.0,131.0,131.0,,,,,,,,,,,,,806.2753674000014,807.3393405999996,,,,,,,809.5684230000006,809.5684230000006,809.5684230000006,809.5684230000006,809.5684230000006,809.5684230000006,809.5684230000006,809.5684230000006,None,None,None,,,,,,,,,,,806.2753674000014,806.2753674000014,None,,807.3393405999996,807.3393405999996,809.5684230000006,c,806.2753674000014,806.2753674000014,1.863324399997509,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
Q,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,132.0,132.0,132.0,,,,,,,,,,,,,809.5684230000006,810.6245710000003,,,,,,,812.6498809000004,812.6498809000004,812.6498809000004,812.6498809000004,812.6498809000004,812.6498809000004,812.6498809000004,812.6498809000004,None,None,None,,,,,,,,,,,809.5684230000006,809.5684230000006,None,,810.6245710000003,810.6245710000003,812.6498809000004,n,809.5684230000006,809.5684230000006,1.4170817999984138,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
M,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,133.0,133.0,133.0,,,,,,,,,,,,,812.6498809000004,813.7088571000022,,,,,,,815.7390468000012,815.7390468000012,815.7390468000012,815.7390468000012,815.7390468000012,815.7390468000012,815.7390468000012,815.7390468000012,None,None,None,,,,,,,,,,,812.6498809000004,812.6498809000004,None,,813.7088571000022,813.7088571000022,815.7390468000012,n,812.6498809000004,812.6498809000004,0.7581526999965718,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
V,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,134.0,134.0,134.0,,,,,,,,,,,,,815.7390468000012,,,,,,,,818.836393900001,818.836393900001,818.836393900001,818.836393900001,818.836393900001,818.836393900001,818.836393900001,818.836393900001,None,None,None,,,,,,,,,,,815.7390468000012,815.7390468000012,None,,816.8077535000011,816.8077535000011,818.836393900001,None,815.7390468000012,815.7390468000012,,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
Q,True,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,135.0,135.0,135.0,,,,,,,,,,,,,818.836393900001,819.8906648000011,,,,,,,822.1185877000025,822.1185877000025,822.1185877000025,822.1185877000025,822.1185877000025,822.1185877000025,822.1185877000025,822.1185877000025,None,None,None,,,,,,,,,,,818.836393900001,818.836393900001,None,,819.8906648000011,819.8906648000011,822.1185877000025,None,818.836393900001,818.836393900001,,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
M,True,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,136.0,136.0,136.0,,,,,,,,,,,,,822.1185877000025,823.1750848000011,,,,,,,825.1989195999995,825.1989195999995,825.1989195999995,825.1989195999995,825.1989195999995,825.1989195999995,825.1989195999995,825.1989195999995,None,None,None,,,,,,,,,,,822.1185877000025,822.1185877000025,None,,823.1750848000011,823.1750848000011,825.1989195999995,c,822.1185877000025,822.1185877000025,0.8832824999954028,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
P,False,3.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,137.0,137.0,137.0,,,,,,,,,,,,,825.1989195999995,826.2585154000008,,,,,,,828.2925792999995,828.2925792999995,828.2925792999995,828.2925792999995,828.2925792999995,828.2925792999995,828.2925792999995,828.2925792999995,None,None,None,,,,,,,,,,,825.1989195999995,825.1989195999995,None,,826.2585154000008,826.2585154000008,828.2925792999995,n,825.1989195999995,825.1989195999995,0.8151760999971884,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
